category,mouse_symbol,human_symbol,mapping_path,in_our_background
L1-enriched genes,Rhox3c,RHOXF2B,mgi_ortholog,True
L1-enriched genes,Rhox7a,,unmapped,False
L1-enriched genes,Rhox7b,,unmapped,False
L1-enriched genes,Rit2,RIT2,mgi_ortholog,True
L1-enriched genes,Rmdn2,RMDN2,mgi_ortholog,True
L1-enriched genes,Rnf112,RNF112,mgi_ortholog,True
L1-enriched genes,Rnf13,RNF13,mgi_ortholog,True
L1-enriched genes,Rnf212,RNF212,mgi_ortholog,True
L1-enriched genes,Rnf24,RNF24,mgi_ortholog,True
L1-enriched genes,Rnls,RNLS,mgi_ortholog,True
L1-enriched genes,Rnmt,RNMT,mgi_ortholog,True
L1-enriched genes,Rp1,RP1,mgi_ortholog,True
L1-enriched genes,Rp2h,,unmapped,False
L1-enriched genes,Rpap2,RPAP2,mgi_ortholog,True
L1-enriched genes,Rpl13-ps3,,unmapped,False
L1-enriched genes,Rpl7a-ps3,,unmapped,False
L1-enriched genes,Rttn,RTTN,mgi_ortholog,True
L1-enriched genes,Samt1,,unmapped,False
L1-enriched genes,Samt4,,unmapped,False
L1-enriched genes,Scaper,SCAPER,mgi_ortholog,True
L1-enriched genes,Scgb1b2,,unmapped,False
L1-enriched genes,Scgb2a2,SCGB2A2,symbol_upcase,True
L1-enriched genes,Scin,SCIN,mgi_ortholog,True
L1-enriched genes,Scn7a,SCN7A,mgi_ortholog,True
L1-enriched genes,Sdr16c5,SDR16C5,mgi_ortholog,True
L1-enriched genes,Serpina10,SERPINA10,mgi_ortholog,True
L1-enriched genes,Serpinb3a,,unmapped,False
L1-enriched genes,Serpinb3b,,unmapped,False
L1-enriched genes,Serpinb3c,,unmapped,False
L1-enriched genes,Serpinb3d,,unmapped,False
L1-enriched genes,Serpinb9c,SERPINB9,mgi_ortholog,True
L1-enriched genes,Sgol2a,,unmapped,False
L1-enriched genes,Sh3bgrl,SH3BGRL,mgi_ortholog,True
L1-enriched genes,Sh3rf3,SH3RF3,mgi_ortholog,True
L1-enriched genes,Sim1,SIM1,mgi_ortholog,True
L1-enriched genes,Sirpb1c,,unmapped,False
L1-enriched genes,Sis,SI,mgi_ortholog,True
L1-enriched genes,Skint1,,unmapped,False
L1-enriched genes,Skint11,,unmapped,False
L1-enriched genes,Skint7,,unmapped,False
L1-enriched genes,Skint8,,unmapped,False
L1-enriched genes,Slc16a7,SLC16A7,mgi_ortholog,True
L1-enriched genes,Slc22a22,,unmapped,False
L1-enriched genes,Slc22a27,,unmapped,False
L1-enriched genes,Slc25a2,SLC25A2,mgi_ortholog,True
L1-enriched genes,Slc35a5,SLC35A5,mgi_ortholog,True
L1-enriched genes,Slc35f1,SLC35F1,mgi_ortholog,True
L1-enriched genes,Slc39a12,SLC39A12,mgi_ortholog,True
L1-enriched genes,Slc4a10,SLC4A10,mgi_ortholog,True
L1-enriched genes,Slc5a2,SLC5A2,mgi_ortholog,True
L1-enriched genes,Slc5a4a,SLC5A4,mgi_ortholog,True
L1-enriched genes,Slc7a12,,unmapped,False
L1-enriched genes,Slc7a2,SLC7A2,mgi_ortholog,True
L1-enriched genes,Slco1b2,,unmapped,False
L1-enriched genes,Slco6c1,SLCO6A1,mgi_ortholog,True
L1-enriched genes,Slco6d1,SLCO6A1,mgi_ortholog,True
L1-enriched genes,Slfn14,SLFN14,mgi_ortholog,True
L1-enriched genes,Slfn9,,unmapped,False
L1-enriched genes,Slx,SYCP3,mgi_ortholog,True
L1-enriched genes,Slxl1,,unmapped,False
L1-enriched genes,Sly,SYCP3,mgi_ortholog,True
L1-enriched genes,Smim10l2a,SMIM10L2A,symbol_upcase,True
L1-enriched genes,Smim8,SMIM8,mgi_ortholog,True
L1-enriched genes,Smn1,SMN1,symbol_upcase,True
L1-enriched genes,Smok2a,,unmapped,False
L1-enriched genes,Smok2b,,unmapped,False
L1-enriched genes,Smok3a,,unmapped,False
L1-enriched genes,Smok3b,,unmapped,False
L1-enriched genes,Smok3c,,unmapped,False
L1-enriched genes,Smr2,SMR3B,mgi_ortholog,True
L1-enriched genes,Smr3a,SMR3A,mgi_ortholog,True
L1-enriched genes,Sntg1,SNTG1,mgi_ortholog,True
L1-enriched genes,Snx13,SNX13,mgi_ortholog,True
L1-enriched genes,Soga3,SOGA3,symbol_upcase,True
L1-enriched genes,Spaca1,SPACA1,mgi_ortholog,True
L1-enriched genes,Spag6l,SPAG6,mgi_ortholog,True
L1-enriched genes,Spanxn4,SPANXN4,symbol_upcase,True
L1-enriched genes,Spata16,SPATA16,mgi_ortholog,True
L1-enriched genes,Spata22,SPATA22,mgi_ortholog,True
L1-enriched genes,Speer1,,unmapped,False
L1-enriched genes,Speer4b,,unmapped,False
L1-enriched genes,Spidr,SPIDR,mgi_ortholog,True
L1-enriched genes,Spin2d,,unmapped,False
L1-enriched genes,Spin4,SPIN4,mgi_ortholog,True
L1-enriched genes,Spink14,SPINK14,mgi_ortholog,True
L1-enriched genes,Spinkl,,unmapped,False
L1-enriched genes,Sprr2a2,,unmapped,False
L1-enriched genes,Sprr2a3,,unmapped,False
L1-enriched genes,Sprr2e,SPRR2E,symbol_upcase,True
L1-enriched genes,Sprr2g,SPRR2G,symbol_upcase,True
L1-enriched genes,Sprr2k,,unmapped,False
L1-enriched genes,Sprr3,SPRR3,mgi_ortholog,False
L1-enriched genes,Spt1,,unmapped,False
L1-enriched genes,Sptlc3,SPTLC3,mgi_ortholog,True
L1-enriched genes,Sri,SRI,mgi_ortholog,True
L1-enriched genes,Srsf7,SRSF7,mgi_ortholog,True
L1-enriched genes,Ssfa2,,unmapped,False
L1-enriched genes,Ssx9,,unmapped,False
L1-enriched genes,Ssxb5,,unmapped,False
L1-enriched genes,Stam,STAM,mgi_ortholog,True
L1-enriched genes,Stard6,STARD6,mgi_ortholog,True
L1-enriched genes,Stfa3,CSTA,mgi_ortholog,True
L1-enriched genes,Stk17b,STK17B,mgi_ortholog,True
L1-enriched genes,Stk33,STK33,mgi_ortholog,True
L1-enriched genes,Strn,STRN,mgi_ortholog,True
L1-enriched genes,Stxbp5l,STXBP5L,mgi_ortholog,True
L1-enriched genes,Sult1c2,SULT1C2,mgi_ortholog,True
L1-enriched genes,Sult2a1,SULT2A1,mgi_ortholog,True
L1-enriched genes,Sult2a3,SULT2A1,mgi_ortholog,True
L1-enriched genes,Sult2a4,SULT2A1,mgi_ortholog,True
L1-enriched genes,Sult2a5,SULT2A1,mgi_ortholog,True
L1-enriched genes,Sval1,,unmapped,False
L1-enriched genes,Sval3,,unmapped,False
L1-enriched genes,Svs2,,unmapped,False
L1-enriched genes,Svs3b,,unmapped,False
L1-enriched genes,Svs4,,unmapped,False
L1-enriched genes,Svs6,,unmapped,False
L1-enriched genes,Syce1,SYCE1,mgi_ortholog,True
L1-enriched genes,Sycp1,SYCP1,mgi_ortholog,True
L1-enriched genes,Sycp2,SYCP2,mgi_ortholog,True
L1-enriched genes,Syne2,SYNE2,mgi_ortholog,True
L1-enriched genes,Synpr,SYNPR,mgi_ortholog,True
L1-enriched genes,Syt10,SYT10,mgi_ortholog,True
L1-enriched genes,Taar7b,TAAR7P,mgi_ortholog,False
L1-enriched genes,Taar7f,TAAR7P,mgi_ortholog,False
L1-enriched genes,Taar8b,TAAR8,mgi_ortholog,True
L1-enriched genes,Tab3,TAB3,mgi_ortholog,True
L1-enriched genes,Tacr3,TACR3,mgi_ortholog,True
L1-enriched genes,Tars,,unmapped,False
L1-enriched genes,Tas2r107,TAS2R10,mgi_ortholog,True
L1-enriched genes,Tas2r113,TAS2R14,mgi_ortholog,True
L1-enriched genes,Tas2r114,TAS2R10,mgi_ortholog,True
L1-enriched genes,Tas2r115,TAS2R14,mgi_ortholog,True
L1-enriched genes,Tas2r122,,unmapped,False
L1-enriched genes,Tas2r123,TAS2R14,mgi_ortholog,True
L1-enriched genes,Tas2r136,,unmapped,False
L1-enriched genes,Tas2r144,TAS2R40,mgi_ortholog,True
L1-enriched genes,Tbpl2,TBPL2,mgi_ortholog,True
L1-enriched genes,Tc2n,TC2N,mgi_ortholog,True
L1-enriched genes,Tcaf2,TCAF2,symbol_upcase,True
L1-enriched genes,Tceal6,TCEAL6,symbol_upcase,True
L1-enriched genes,Tdpoz5,SPOP,mgi_ortholog,True
L1-enriched genes,Tek,TEK,mgi_ortholog,True
L1-enriched genes,Tex16,TEX16P,mgi_ortholog,False
L1-enriched genes,Tex28,TEX28,mgi_ortholog,True
L1-enriched genes,Tex30,TEX30,mgi_ortholog,True
L1-enriched genes,Tex9,TEX9,mgi_ortholog,True
L1-enriched genes,Tfpi2,TFPI2,mgi_ortholog,True
L1-enriched genes,Them4,THEM4,mgi_ortholog,True
L1-enriched genes,Tle1,TLE1,mgi_ortholog,True
L1-enriched genes,Tm2d3,TM2D3,mgi_ortholog,True
L1-enriched genes,Tmc2,TMC2,mgi_ortholog,True
L1-enriched genes,Tmco5b,TMCO5B,mgi_ortholog,True
L1-enriched genes,Tmem126a,TMEM126A,mgi_ortholog,True
L1-enriched genes,Tmem140,TMEM140,mgi_ortholog,True
L1-enriched genes,Tmem161b,TMEM161B,mgi_ortholog,True
L1-enriched genes,Tmem18,TMEM18,mgi_ortholog,True
L1-enriched genes,Tmem196,TMEM196,mgi_ortholog,True
L1-enriched genes,Tmem232,TMEM232,mgi_ortholog,True
L1-enriched genes,Tmem41a,TMEM41A,mgi_ortholog,True
L1-enriched genes,Tmem45a,TMEM45A,mgi_ortholog,True
L1-enriched genes,Tmem5,,unmapped,False
L1-enriched genes,Tmem52b,TMEM52B,mgi_ortholog,True
L1-enriched genes,Tmem68,TMEM68,mgi_ortholog,True
L1-enriched genes,Tmprss11d,TMPRSS11D,mgi_ortholog,True
L1-enriched genes,Tmprss11g,TMPRSS11GP,mgi_ortholog,True
L1-enriched genes,Tmprss15,TMPRSS15,mgi_ortholog,True
L1-enriched genes,Tmsb15b1,,unmapped,False
L1-enriched genes,Tmsb15l,,unmapped,False
L1-enriched genes,Tmx1,TMX1,mgi_ortholog,True
L1-enriched genes,Tor3a,TOR3A,mgi_ortholog,True
L1-enriched genes,Tpbpb,,unmapped,False
L1-enriched genes,Tpo,TPO,mgi_ortholog,True
L1-enriched genes,Tpsab1,TPSAB1,symbol_upcase,True
L1-enriched genes,Tpte,TPTE,symbol_upcase,True
L1-enriched genes,Trat1,TRAT1,mgi_ortholog,True
L1-enriched genes,Trav10d,,unmapped,False
L1-enriched genes,Trav10n,,unmapped,False
L1-enriched genes,Trav11,TRAV10,mgi_ortholog,False
L1-enriched genes,Trav11d,TRAV10,mgi_ortholog,False
L1-enriched genes,Trav12-1,TRAV18,mgi_ortholog,False
L1-enriched genes,Trav13n-4,TRAV22,mgi_ortholog,False
L1-enriched genes,Trav2,TRAV4,mgi_ortholog,False
L1-enriched genes,Trav3-3,TRAV5,mgi_ortholog,False
L1-enriched genes,Trav3d-3,TRAV5,mgi_ortholog,False
L1-enriched genes,Trav3n-3,TRAV5,mgi_ortholog,False
L1-enriched genes,Trav4-3,,unmapped,False
L1-enriched genes,Trav4d-3,,unmapped,False
L1-enriched genes,Trav4d-4,,unmapped,False
L1-enriched genes,Trav4n-3,,unmapped,False
L1-enriched genes,Trav4n-4,,unmapped,False
L1-enriched genes,Trav5-1,,unmapped,False
L1-enriched genes,Trav6-4,TRAV9-2,mgi_ortholog,False
L1-enriched genes,Trav6d-4,TRAV9-2,mgi_ortholog,False
L1-enriched genes,Trav7-2,,unmapped,False
L1-enriched genes,Trav7-3,,unmapped,False
L1-enriched genes,Trav7d-2,,unmapped,False
L1-enriched genes,Trav7d-3,,unmapped,False
L1-enriched genes,Trav7n-6,,unmapped,False
L1-enriched genes,Trav8-1,TRAV17,mgi_ortholog,False
L1-enriched genes,Trbv26,TRBV23-1,mgi_ortholog,False
L1-enriched genes,Trbv29,TRBV28,mgi_ortholog,False
L1-enriched genes,Trbv3,TRBV2,mgi_ortholog,False
L1-enriched genes,Trdj2,TRDJ3,mgi_ortholog,False
L1-enriched genes,Trdn,TRDN,mgi_ortholog,True
L1-enriched genes,Trdv2-1,,unmapped,False
L1-enriched genes,Trdv2-2,,unmapped,False
L1-enriched genes,Trim21,TRIM21,mgi_ortholog,True
L1-enriched genes,Trim30a,TRIM5,mgi_ortholog,True
L1-enriched genes,Trim30d,TRIM5,mgi_ortholog,True
L1-enriched genes,Trim34a,TRIM34,mgi_ortholog,True
L1-enriched genes,Triml1,TRIML1,mgi_ortholog,True
L1-enriched genes,Triqk,TRIQK,mgi_ortholog,True
L1-enriched genes,Trmt5,TRMT5,mgi_ortholog,True
L1-enriched genes,Trpc6,TRPC6,mgi_ortholog,True
L1-enriched genes,Trpv5,TRPV5,mgi_ortholog,True
L1-enriched genes,Try5,,unmapped,False
L1-enriched genes,Tsga10,TSGA10,mgi_ortholog,True
L1-enriched genes,Tshr,TSHR,mgi_ortholog,True
L1-enriched genes,Ttc19,TTC19,mgi_ortholog,True
L1-enriched genes,Txk,TXK,mgi_ortholog,True
L1-enriched genes,Tyr,TYR,mgi_ortholog,True
L1-enriched genes,Uba1y,,unmapped,False
L1-enriched genes,Ube2cbp,,unmapped,False
L1-enriched genes,Ube2d2b,,unmapped,False
L1-enriched genes,Ube3a,UBE3A,mgi_ortholog,True
L1-enriched genes,Ugt2a3,UGT2A3,mgi_ortholog,True
L1-enriched genes,Ugt2b1,,unmapped,False
L1-enriched genes,Ugt2b36,,unmapped,False
L1-enriched genes,Ugt3a1,UGT3A1,symbol_upcase,True
L1-enriched genes,Uqcrc2,UQCRC2,mgi_ortholog,True
L1-enriched genes,Urah,URAHP,mgi_ortholog,True
L1-enriched genes,Uty,UTY,mgi_ortholog,True
L1-enriched genes,V1rd19,,unmapped,False
L1-enriched genes,Vim,VIM,mgi_ortholog,True
L1-enriched genes,Vma21-ps,,unmapped,False
L1-enriched genes,Vmn1r12,VN1R5,mgi_ortholog,True
L1-enriched genes,Vmn1r126,,unmapped,False
L1-enriched genes,Vmn1r13,,unmapped,False
L1-enriched genes,Vmn1r168,,unmapped,False
L1-enriched genes,Vmn1r172,,unmapped,False
L1-enriched genes,Vmn1r173,,unmapped,False
L1-enriched genes,Vmn1r174,,unmapped,False
L1-enriched genes,Vmn1r177,,unmapped,False
L1-enriched genes,Vmn1r179,,unmapped,False
L1-enriched genes,Vmn1r18,VN1R5,mgi_ortholog,True
L1-enriched genes,Vmn1r180,,unmapped,False
L1-enriched genes,Vmn1r181,,unmapped,False
L1-enriched genes,Vmn1r183,,unmapped,False
L1-enriched genes,Vmn1r184,VN1R4,mgi_ortholog,True
L1-enriched genes,Vmn1r185,,unmapped,False
L1-enriched genes,Vmn1r200,,unmapped,False
L1-enriched genes,Vmn1r203,,unmapped,False
L1-enriched genes,Vmn1r215,,unmapped,False
L1-enriched genes,Vmn1r22,,unmapped,False
L1-enriched genes,Vmn1r226,,unmapped,False
L1-enriched genes,Vmn1r23,,unmapped,False
L1-enriched genes,Vmn1r230,VN1R4,mgi_ortholog,True
L1-enriched genes,Vmn1r231,VN1R3,mgi_ortholog,True
L1-enriched genes,Vmn1r232,,unmapped,False
L1-enriched genes,Vmn1r236,VN1R4,mgi_ortholog,True
L1-enriched genes,Vmn1r24,,unmapped,False
L1-enriched genes,Vmn1r26,VN1R5,mgi_ortholog,True
L1-enriched genes,Vmn1r28,VN1R5,mgi_ortholog,True
L1-enriched genes,Vmn1r48,VN1R17P,mgi_ortholog,False
L1-enriched genes,Vmn1r50,VN1R17P,mgi_ortholog,False
L1-enriched genes,Vmn1r53,VN1R17P,mgi_ortholog,False
L1-enriched genes,Vmn1r56,,unmapped,False
L1-enriched genes,Vmn1r67,,unmapped,False
L1-enriched genes,Vmn1r68,,unmapped,False
L1-enriched genes,Vmn1r69,,unmapped,False
L1-enriched genes,Vmn1r7,,unmapped,False
L1-enriched genes,Vmn1r72,,unmapped,False
L1-enriched genes,Vmn1r75,,unmapped,False
L1-enriched genes,Vmn1r76,,unmapped,False
L1-enriched genes,Vmn1r81,,unmapped,False
L1-enriched genes,Vmn1r86,,unmapped,False
L1-enriched genes,Vmn1r87,,unmapped,False
L1-enriched genes,Vmn1r89,,unmapped,False
L1-enriched genes,Vmn1r90,,unmapped,False
L1-enriched genes,Vmn2r-ps130,,unmapped,False
L1-enriched genes,Vmn2r10,,unmapped,False
L1-enriched genes,Vmn2r106,,unmapped,False
L1-enriched genes,Vmn2r113,,unmapped,False
L1-enriched genes,Vmn2r114,,unmapped,False
L1-enriched genes,Vmn2r115,,unmapped,False
L1-enriched genes,Vmn2r117,,unmapped,False
L1-enriched genes,Vmn2r118,,unmapped,False
L1-enriched genes,Vmn2r13,,unmapped,False
L1-enriched genes,Vmn2r15,,unmapped,False
L1-enriched genes,Vmn2r17,,unmapped,False
L1-enriched genes,Vmn2r18,,unmapped,False
L1-enriched genes,Vmn2r25,,unmapped,False
L1-enriched genes,Vmn2r26,,unmapped,False
L1-enriched genes,Vmn2r27,,unmapped,False
L1-enriched genes,Vmn2r28,,unmapped,False
L1-enriched genes,Vmn2r3,,unmapped,False
L1-enriched genes,Vmn2r30,,unmapped,False
L1-enriched genes,Vmn2r36,,unmapped,False
L1-enriched genes,Vmn2r39,,unmapped,False
L1-enriched genes,Vmn2r4,,unmapped,False
L1-enriched genes,Vmn2r40,,unmapped,False
L1-enriched genes,Vmn2r47,,unmapped,False
L1-enriched genes,Vmn2r48,,unmapped,False
L1-enriched genes,Vmn2r53,,unmapped,False
L1-enriched genes,Vmn2r55,,unmapped,False
L1-enriched genes,Vmn2r56,,unmapped,False
L1-enriched genes,Vmn2r57,,unmapped,False
L1-enriched genes,Vmn2r58,,unmapped,False
L1-enriched genes,Vmn2r59,,unmapped,False
L1-enriched genes,Vmn2r6,,unmapped,False
L1-enriched genes,Vmn2r60,,unmapped,False
L1-enriched genes,Vmn2r61,,unmapped,False
L1-enriched genes,Vmn2r65,,unmapped,False
L1-enriched genes,Vmn2r66,,unmapped,False
L1-enriched genes,Vmn2r67,,unmapped,False
L1-enriched genes,Vmn2r68,,unmapped,False
L1-enriched genes,Vmn2r69,,unmapped,False
L1-enriched genes,Vmn2r7,,unmapped,False
L1-enriched genes,Vmn2r72,,unmapped,False
L1-enriched genes,Vmn2r73,,unmapped,False
L1-enriched genes,Vmn2r77,,unmapped,False
L1-enriched genes,Vmn2r79,,unmapped,False
L1-enriched genes,Vmn2r80,,unmapped,False
L1-enriched genes,Vmn2r83,,unmapped,False
L1-enriched genes,Vmn2r90,,unmapped,False
L1-enriched genes,Vopp1,VOPP1,mgi_ortholog,True
L1-enriched genes,Vps4b,VPS4B,mgi_ortholog,True
L1-enriched genes,Vrk2,VRK2,mgi_ortholog,True
L1-enriched genes,Vsig4,VSIG4,mgi_ortholog,True
L1-enriched genes,Wdr3,WDR3,mgi_ortholog,True
L1-enriched genes,Wdr48,WDR48,mgi_ortholog,True
L1-enriched genes,Wdr49,WDR49,mgi_ortholog,True
L1-enriched genes,Wdr7,WDR7,mgi_ortholog,True
L1-enriched genes,Wdr78,,unmapped,False
L1-enriched genes,Wwp1,WWP1,mgi_ortholog,True
L1-enriched genes,Xlr,SYCP3,mgi_ortholog,True
L1-enriched genes,Xrcc4,XRCC4,mgi_ortholog,True
L1-enriched genes,Yars2,YARS2,mgi_ortholog,True
L1-enriched genes,Zbtb33,ZBTB33,mgi_ortholog,True
L1-enriched genes,Zc2hc1a,ZC2HC1A,mgi_ortholog,True
L1-enriched genes,Zc3h14,ZC3H14,mgi_ortholog,True
L1-enriched genes,Zc4h2,ZC4H2,mgi_ortholog,True
L1-enriched genes,Zdhhc15,ZDHHC15,mgi_ortholog,True
L1-enriched genes,Zfand4,ZFAND4,mgi_ortholog,True
L1-enriched genes,Zfp182,ZNF182,mgi_ortholog,True
L1-enriched genes,Zfp317,ZNF317,mgi_ortholog,True
L1-enriched genes,Zfp369,ZNF274,mgi_ortholog,True
L1-enriched genes,Zfp42,ZFP42,mgi_ortholog,True
L1-enriched genes,Zfp442,ZNF611,mgi_ortholog,True
L1-enriched genes,Zfp607,,unmapped,False
L1-enriched genes,Zfp626,,unmapped,False
L1-enriched genes,Zfp711,ZNF711,mgi_ortholog,True
L1-enriched genes,Zfp804b,ZNF804B,mgi_ortholog,True
L1-enriched genes,Zfp81,,unmapped,False
L1-enriched genes,Zfp850,ZNF780A,mgi_ortholog,True
L1-enriched genes,Zfp957,,unmapped,False
L1-enriched genes,Zfy1,,unmapped,False
L1-enriched genes,Zfy2,,unmapped,False
L1-enriched genes,Zhx1,ZHX1,mgi_ortholog,True
L1-enriched genes,Zpbp,ZPBP,mgi_ortholog,True
L1-enriched genes,Zscan18,ZSCAN18,mgi_ortholog,True
L1-enriched genes,Zscan30,ZSCAN30,mgi_ortholog,True
L1-enriched genes,Zufsp,,unmapped,False
Low-complexity-repeat-enriched genes,0610009L18Rik,,unmapped,False
Low-complexity-repeat-enriched genes,1110008F13Rik,,unmapped,False
Low-complexity-repeat-enriched genes,1110025L11Rik,,unmapped,False
Low-complexity-repeat-enriched genes,1110032F04Rik,C3orf80,mgi_ortholog,True
Low-complexity-repeat-enriched genes,1110037F02Rik,,unmapped,False
Low-complexity-repeat-enriched genes,1110059E24Rik,C9orf85,mgi_ortholog,True
Low-complexity-repeat-enriched genes,1190002N15Rik,,unmapped,False
Low-complexity-repeat-enriched genes,1190005I06Rik,,unmapped,False
Low-complexity-repeat-enriched genes,1700001L19Rik,,unmapped,False
Low-complexity-repeat-enriched genes,1700009N14Rik,RAN,mgi_ortholog,True
Low-complexity-repeat-enriched genes,1700025G04Rik,C1orf21,mgi_ortholog,True
Low-complexity-repeat-enriched genes,1700067K01Rik,C19orf67,mgi_ortholog,True
Low-complexity-repeat-enriched genes,1810049J17Rik,,unmapped,False
Low-complexity-repeat-enriched genes,2200002D01Rik,C19orf33,mgi_ortholog,True
Low-complexity-repeat-enriched genes,2310009B15Rik,C1orf53,mgi_ortholog,True
Low-complexity-repeat-enriched genes,2310022B05Rik,C1orf198,mgi_ortholog,True
Low-complexity-repeat-enriched genes,2310033P09Rik,C1orf35,mgi_ortholog,True
Low-complexity-repeat-enriched genes,2510009E07Rik,C3orf70,mgi_ortholog,True
Low-complexity-repeat-enriched genes,2700081O15Rik,,unmapped,False
Low-complexity-repeat-enriched genes,2810403A07Rik,,unmapped,False
Low-complexity-repeat-enriched genes,3110021N24Rik,,unmapped,False
Low-complexity-repeat-enriched genes,42069,,unmapped,False
Low-complexity-repeat-enriched genes,42070,,unmapped,False
Low-complexity-repeat-enriched genes,42072,,unmapped,False
Low-complexity-repeat-enriched genes,42074,,unmapped,False
Low-complexity-repeat-enriched genes,42252,,unmapped,False
Low-complexity-repeat-enriched genes,42256,,unmapped,False
Low-complexity-repeat-enriched genes,42258,,unmapped,False
Low-complexity-repeat-enriched genes,4732456N10Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4921511H03Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4930402K13Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4930415L06Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4930452B06Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4930507D05Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4930523C07Rik,KIAA0040,mgi_ortholog,True
Low-complexity-repeat-enriched genes,4930535I16Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4930567H17Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4932431P20Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4933402E13Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4933408J17Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4933409G03Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4933416C03Rik,,unmapped,False
Low-complexity-repeat-enriched genes,4933428M09Rik,,unmapped,False
Low-complexity-repeat-enriched genes,5031439G07Rik,KIAA0930,mgi_ortholog,True
Low-complexity-repeat-enriched genes,5330417C22Rik,,unmapped,False
Low-complexity-repeat-enriched genes,5730508B09Rik,,unmapped,False
Low-complexity-repeat-enriched genes,6030445D17Rik,,unmapped,False
Low-complexity-repeat-enriched genes,6030498E09Rik,,unmapped,False
Low-complexity-repeat-enriched genes,6330403A02Rik,,unmapped,False
Low-complexity-repeat-enriched genes,A330017A19Rik,,unmapped,False
Low-complexity-repeat-enriched genes,A330050F15Rik,,unmapped,False
Low-complexity-repeat-enriched genes,A530084C06Rik,,unmapped,False
Low-complexity-repeat-enriched genes,A630073D07Rik,,unmapped,False
Low-complexity-repeat-enriched genes,A830080D01Rik,,unmapped,False
Low-complexity-repeat-enriched genes,AI118078,,unmapped,False
Low-complexity-repeat-enriched genes,AI593442,C11orf87,mgi_ortholog,True
Low-complexity-repeat-enriched genes,AI661453,C6orf132,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Aak1,AAK1,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Aamdc,AAMDC,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Abca2,ABCA2,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Abcc4,ABCC4,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Abcc8,ABCC8,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Abcg8,ABCG8,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Abhd17a,ABHD17A,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Abhd17b,ABHD17B,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Abhd17c,ABHD17C,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Abi2,ABI2,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acadl,ACADL,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acbd3,ACBD3,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Ache,ACHE,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acin1,ACIN1,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acsl6,ACSL6,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acss3,ACSS3,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Actg1,ACTG1,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Actl6a,ACTL6A,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Actn2,ACTN2,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Actr10,ACTR10,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Actr5,ACTR5,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acvr1,ACVR1,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acvr1b,ACVR1B,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acvr2a,ACVR2A,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Acvr2b,ACVR2B,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adam11,ADAM11,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adam23,ADAM23,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adamts16,ADAMTS16,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adamts7,ADAMTS7,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adap1,ADAP1,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adcy2,ADCY2,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Add2,ADD2,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adgra2,ADGRA2,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adgrb1,ADGRB1,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adgrg6,ADGRG6,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adgrl3,ADGRL3,mgi_ortholog,True
Low-complexity-repeat-enriched genes,Adipor2,ADIPOR2,mgi_ortholog,True
